153, 18, "1", "2", "3", "4", "5", "6", "7", "8", "9", "10", "11", "12", "13", "14", "15", "16", "17", "18", "crop"
0.3064,0.1996,0.20619999,0.18779999,0.19829999,-9999.0,0.2288,0.4093,0.3953,0.48839998,0.5672,0.5945,0.57769996,0.42499998,0.51379997,0.3595,0.38099998,0.2173,1
0.303,0.3963,0.3312,0.5927,0.4252,0.7072,0.5398,0.71129996,0.7844,0.2861,0.34849998,0.4339,0.2909,0.4186,0.5376,0.3658,0.3595,0.3448,1
0.3294,0.37939999,0.34809998,0.4161,0.3699,-9999.0,0.44889998,0.5834,0.6267,0.32119998,0.3913,0.5015,0.4973,0.39069998,0.43609998,0.3141,0.45799997,0.36339998,1
0.2439,0.2749,0.24159999,0.254,0.2481,-9999.0,0.3403,0.60679996,0.5911,0.45619997,0.4946,0.5101,0.46829998,0.44619998,0.50519997,0.3752,0.362,0.2482,1
0.41579998,0.498,0.44689998,0.57699996,0.5512,0.5761,0.58309996,0.6149,0.5969,0.47349998,0.38729998,0.508,0.49539998,0.48169997,0.54039997,0.4113,0.48229998,0.4666,1
0.3427,0.2155,0.2173,0.2105,0.2074,-9999.0,0.19309999,0.2581,0.2519,0.2561,0.21519999,0.25349998,0.2871,0.2814,0.29299998,0.264,0.2472,0.2262,1
0.2332,0.21499999,0.2277,0.2554,0.2296,0.2719,0.2279,0.2559,0.2915,0.2719,0.25509998,0.2749,0.25849998,0.26479998,0.2579,0.2654,0.22899999,0.21939999,1
0.2565,0.3021,0.2728,0.35009998,0.3304,-9999.0,0.3895,0.39909998,0.5854,0.3636,0.4195,0.40179998,0.42479998,0.55799997,0.5855,0.4143,0.3963,0.2679,1
0.0368,0.3759,0.2962,0.3901,0.4294,-9999.0,0.48209998,0.3662,0.385,0.3172,0.46159998,0.66279995,0.5718,0.4094,0.5309,0.3173,0.38189998,0.3868,1
0.070099995,0.1862,0.19579999,0.18689999,0.19,-9999.0,0.19669999,0.4863,0.37379998,0.5079,0.50229996,0.53,0.5553,0.4123,0.4869,0.3662,0.3967,0.21589999,1
0.3023,0.25689998,0.2978,0.2922,0.3182,0.35979998,0.2719,0.3705,0.3669,0.33499998,0.3056,0.4236,0.3403,0.31399998,0.34489998,0.2562,0.31399998,0.3004,1
0.2775,0.28849998,0.29639998,0.3804,0.32369998,0.5105,0.3803,0.55979997,0.5586,0.4736,0.5061,0.5132,0.4296,0.4644,0.48299998,0.4139,0.3868,0.2765,1
0.028199999,0.4534,0.40019998,0.48499998,0.48119998,-9999.0,0.5967,0.736,0.66969997,0.2969,0.47869998,0.32569999,0.3161,0.3121,0.33769998,0.28779998,0.3071,0.4481,1
0.338,0.2192,0.2368,0.21239999,0.2276,-9999.0,0.2316,0.2696,0.29099998,0.2635,0.3102,0.7423,0.6013,0.597,0.6592,0.4043,0.5886,0.2259,1
0.3777,0.5222,0.4263,0.52099997,0.4913,0.6396,0.6049,0.5478,0.5683,0.2528,0.3954,0.6191,0.39769998,0.39409998,0.6149,0.3108,0.3538,0.4263,1
0.4274,0.3576,0.3627,0.3698,0.3383,0.5373,0.42839998,0.4827,0.5514,0.22549999,0.3231,0.33159998,0.2092,0.2456,0.2969,0.25509998,0.26639998,0.36949998,1
0.25149998,0.2775,0.24,0.2401,0.2717,-9999.0,0.2877,0.45949998,0.4991,0.56479996,0.5413,0.6125,0.6655,0.4319,0.6534,0.3872,0.3866,0.27609998,1
0.2641,0.2471,0.2838,0.24419999,0.24569999,-9999.0,0.2764,0.363,0.3691,0.2181,0.2188,0.2518,0.2584,0.2695,0.2608,0.251,0.2376,0.28959998,1
0.0372,0.23629999,0.2613,0.21149999,0.2103,-9999.0,0.2767,0.5133,0.44979998,0.4579,0.53999996,0.3746,0.4355,0.4511,0.4764,0.3611,0.4075,0.2234,1
0.23169999,0.21679999,0.2374,0.2617,0.21519999,0.4006,0.23719999,0.53069997,0.5689,0.56439996,0.5509,0.4517,0.3983,0.3624,0.4292,0.3895,0.3493,0.2276,1
0.022599999,0.2086,0.2118,0.19389999,0.217,-9999.0,0.1926,0.22479999,0.2068,0.3042,0.2085,0.73289996,0.4983,0.7514,0.81259996,0.30429998,0.6508,0.20989999,1
