9, 10, ﻿JanRain,JanTemp,FebRain,FebTemp,MarRain,MarTemp,AprRain,AprTemp,MayRain,MayTemp,Class
188,4.8,169.2,5.2,80,6.7,67.8,9.2,99.6,11.2,2
110.5,3.3,59.8,2.8,64.6,2.2,63.6,6.3,92.1,9.5,0
110.9,4.7,60,4.2,37,7.7,128,6.3,65.8,10.5,0
102.8,3.1,114.5,5.3,49.7,5.8,36.7,10.7,101.8,11,2
79.7,0.9,74.8,1.9,79.4,5.1,48,8,39,9.8,1
197.6,4.6,110.8,3.9,83.4,5.3,77.7,6.5,61.3,11.3,1
154.3,3.7,80.5,3.5,95.6,5.5,45.7,7.9,110.3,9.6,2
76.4,3.9,93.9,5.3,98.1,7.3,33.6,8,57.3,12.1,1
119.8,2.8,60.3,3.7,79.5,6.1,60.2,8.9,82,10.9,1
